0.500000, 0.798375
1.000000, 0.798125
1.500000, 0.797875
2.000000, 0.797750
2.500000, 0.797750
3.000000, 0.797250
3.500000, 0.797375
4.000000, 0.797500
4.500000, 0.797625
5.000000, 0.797375
5.500000, 0.797000
6.000000, 0.797375
6.500000, 0.798125
7.000000, 0.798125
7.500000, 0.798250
8.000000, 0.798125
8.500000, 0.798500
9.000000, 0.798500
9.500000, 0.798375
10.000000, 0.798000
10.500000, 0.798125
11.000000, 0.797875
11.500000, 0.797750
12.000000, 0.797625
12.500000, 0.797125
13.000000, 0.797000
13.500000, 0.797125
14.000000, 0.797250
14.500000, 0.797625
15.000000, 0.797750
15.500000, 0.797875
16.000000, 0.798000
16.500000, 0.798000
17.000000, 0.797875
17.500000, 0.797750
18.000000, 0.798250
18.500000, 0.798000
19.000000, 0.798250
19.500000, 0.798125
20.000000, 0.798125
20.500000, 0.798000
21.000000, 0.798000
21.500000, 0.797625
22.000000, 0.797625
22.500000, 0.797750
23.000000, 0.797375
23.500000, 0.797500
24.000000, 0.797375
24.500000, 0.797500
25.000000, 0.797500
25.500000, 0.798000
26.000000, 0.797875
26.500000, 0.797750
27.000000, 0.797875
27.500000, 0.797875
28.000000, 0.798250
28.500000, 0.798500
29.000000, 0.798750
29.500000, 0.798875
30.000000, 0.799375
30.500000, 0.799375
31.000000, 0.799250
31.500000, 0.799000
32.000000, 0.799125
32.500000, 0.799250
33.000000, 0.799125
33.500000, 0.799125
34.000000, 0.799125
34.500000, 0.799500
35.000000, 0.799750
35.500000, 0.799875
36.000000, 0.800750
36.500000, 0.800250
37.000000, 0.800250
37.500000, 0.800250
38.000000, 0.800375
38.500000, 0.800750
39.000000, 0.800750
39.500000, 0.800625
40.000000, 0.800750
40.500000, 0.800875
41.000000, 0.801000
41.500000, 0.801000
42.000000, 0.800875
42.500000, 0.800875
43.000000, 0.800750
43.500000, 0.800500
44.000000, 0.800500
44.500000, 0.800500
45.000000, 0.800500
45.500000, 0.800625
46.000000, 0.800250
46.500000, 0.800000
47.000000, 0.800125
47.500000, 0.800125
48.000000, 0.800125
48.500000, 0.800500
49.000000, 0.800625
49.500000, 0.800750
50.000000, 0.800750
50.500000, 0.801000
51.000000, 0.800750
51.500000, 0.800875
52.000000, 0.800875
52.500000, 0.800750
53.000000, 0.801250
53.500000, 0.801250
54.000000, 0.801500
54.500000, 0.801250
55.000000, 0.801500
55.500000, 0.801500
56.000000, 0.801875
56.500000, 0.802250
57.000000, 0.802250
57.500000, 0.802500
58.000000, 0.802875
58.500000, 0.802875
59.000000, 0.802625
59.500000, 0.803000
60.000000, 0.803125
60.500000, 0.802875
61.000000, 0.803375
61.500000, 0.803500
62.000000, 0.803750
62.500000, 0.804125
63.000000, 0.804250
63.500000, 0.804125
64.000000, 0.803750
64.500000, 0.803750
65.000000, 0.803875
65.500000, 0.804125
66.000000, 0.804375
66.500000, 0.804750
67.000000, 0.805000
67.500000, 0.805000
68.000000, 0.805500
68.500000, 0.805500
69.000000, 0.806250
69.500000, 0.806375
70.000000, 0.806875
70.500000, 0.806875
71.000000, 0.806875
71.500000, 0.807000
72.000000, 0.806750
72.500000, 0.807000
73.000000, 0.807125
73.500000, 0.806750
74.000000, 0.806625
74.500000, 0.806750
75.000000, 0.807125
75.500000, 0.807125
76.000000, 0.806875
76.500000, 0.807125
77.000000, 0.807375
77.500000, 0.807375
78.000000, 0.807750
78.500000, 0.807625
79.000000, 0.807375
79.500000, 0.807250
80.000000, 0.807375
80.500000, 0.807625
81.000000, 0.807625
81.500000, 0.807625
82.000000, 0.807625
82.500000, 0.807500
83.000000, 0.807000
83.500000, 0.807250
84.000000, 0.807000
84.500000, 0.807375
85.000000, 0.807125
85.500000, 0.807250
86.000000, 0.807375
86.500000, 0.807375
87.000000, 0.807375
87.500000, 0.807500
88.000000, 0.807500
88.500000, 0.807500
89.000000, 0.807625
89.500000, 0.807250
90.000000, 0.807375
90.500000, 0.807500
91.000000, 0.807625
91.500000, 0.807625
92.000000, 0.807750
92.500000, 0.808125
93.000000, 0.808000
93.500000, 0.808125
94.000000, 0.808125
94.500000, 0.808625
95.000000, 0.808125
95.500000, 0.808125
96.000000, 0.808250
96.500000, 0.808750
97.000000, 0.809125
97.500000, 0.809250
98.000000, 0.809250
98.500000, 0.809375
99.000000, 0.809375
99.500000, 0.809250
100.000000, 0.809625
100.500000, 0.809625
101.000000, 0.809625
101.500000, 0.809750
102.000000, 0.809875
102.500000, 0.809875
103.000000, 0.809875
103.500000, 0.809875
104.000000, 0.810375
104.500000, 0.810375
105.000000, 0.810125
105.500000, 0.810625
